远洋城,博爱六路博览中心南侧,10000户,中山,2010-12,普通住宅,远洋物业,,1.1,2.3元/平方米·月,地下停车位,35.0%,2000000平方米,,,22.50552,113.420731,"[""http://pic1.ajkimg.com/display/abc8d981f3cfca601dc246333cc9c351/200x200.jpg"",""http://pic1.ajkimg.com/display/c5aaac45c14edbc16c9f74703c9ea3fa/200x200.jpg"",""http://pic1.ajkimg.com/display/8c13783da544f9043a264db7c3efee66/200x200.jpg"",""http://pic1.ajkimg.com/display/84f22d754efa30c07ace5c484648d11d/200x200.jpg""]",远洋城位于中山市主城区东南侧，城市开放公园——紫马岭公园南门段南侧，北侧为城市主干道博爱路，东至长江路，西至已建成的中山**党校，南至南外环路。地块临近火炬开发新区及水土涵养保护区——长江风景旅游区，植被丰富，山清水秀，空气清新，外围有连绵五桂山环绕，地块中又有大王岭和金字山脉，是中山的上风上水之地。 　　“远洋城”由远洋地产投资约40亿元兴建，规划建设用地千余亩，建筑面积150万平方米，社区内将设有17万平方米的商业配套，其中包括10万平米大型综合购物中心和7万平米的写字楼，另外还将建有五星级酒店和学校。商业配套之外，其余土地将开发高端住宅项目，以高层和小高层为主。远洋地产的代建项目、中山历史上投资额最高、体量最大、技术水平最高的公建项目——中山市博览中心位于博爱六路南侧，与远洋城连成一体，是这个国际化社圈配套的重要组成部分。远洋城项目所属的东区是中山传统意义上的富贵之地，中山城市规划发展的主要方向，也是中山市房地产的主战场。随着城市规划的东移，未来的紫马岭南片区将成为**第三行政办公区，大量高尚楼盘将出现在这里。以紫马岭公园为中心的基础文化娱乐中心，以会展中心、五星级酒店、高档写字楼为依托的商业中心，将使得未来的中山紫马岭项目成为中山市高档商务综合社区，极大提升东区的区位价值。
天明豪庭,东明路27号（与康华路交界）,1082户,中山,2011-12,普通住宅,天门物业,,2.7,2元/平方米·月,600个车位,50.0%,181631平方米,,,22.547845,113.399726,[],天明豪庭位于城北，大信兴旺、名校落户、轻轨设站......康华路以北片区，已经成为高尚生活的最新风向标。为生活、为孩子、为工作、为出行，我们有太多的理由，希望在这片成熟、矜贵的社区里置业、生活。
世纪新城,中山市沙溪镇翠景南路18号,2000户,中山,2010-07,普通住宅,雅居乐物业管理服务有限公司,,1.3,2.30元/平方米·月,世纪新城的车位暂未确,44%,1500000平方米,,,22.513757,113.358079,"[""http://pic1.ajkimg.com/display/cf490c980826ba41a4c10f03ac642433/200x200.jpg"",""http://pic1.ajkimg.com/display/c46b5c69afd659cfdae31b2c13cbbf73/200x200.jpg"",""http://pic1.ajkimg.com/display/356dc226928d29428bc29fadaf230245/200x200.jpg"",""http://pic1.ajkimg.com/display/4b757767497df257b8d5bf6eb3ce612e/200x200.jpg""]",世纪新城是城市中心1600亩大型江畔社区，是雅居乐地产在中山市2007年又一成功开发的重点项目之一，同时亦是雅居乐地产在中山再创江景豪华别墅及洋房楼盘的杰作。世纪新城位于中山市西部，由世纪新城驱车到富华酒店和孙文步行街仅5分钟车程，到南外环接通京珠高速仅3分钟车程，既拥完善城市配套，又享四通八达的交通。明年下半年规划中的翠景南路开通后，世纪新城将坐拥中山市西部未来潜力价值地段。与此同时，世纪新城紧邻岐江，未来的岐江将由“香花走廊等”6个景观带和健身游乐设施组成，为市民创造生活休闲的公共场所，稀有决定价值，地段决定价值，世纪新城将第一时间享受首个江畔度假公园的非凡生活。
旭日曦苑,,,中山,,,,,,,,,,,,0,0,[],
富和名都,新行政中心区,2000户,中山,2007-12,普通住宅,中山市富和集团有限公司,,0.0,1.10元/平方米·月,地下停车库,00%,300000平方米,,,22.370552,113.454896,[],项目由19栋电梯洋房组成设有一梯二户、二梯三户、一梯四户等，将引入大���飘窗及大阳台设计。商业配套将包括：5万平方米旅游休闲酒店，三乡首条2公里休闲风情街，人车分流设计，地下停车场等。新地标——5万㎡旅游休闲酒店配套；2公里休闲风情步行街；三乡投资新热点。
大信芊翠家园,兴港南路48号（康华桥往北直行400米）,3000户,中山,2010-10,普通住宅,中山市新都物业管理有限公司,,2.5,1.2元/平方米·月,地下停车位,35.0%,约36.6 多万平方米。届时这里将建成高档居住和教育一体的...,,,22.56867,113.384203,"[""http://pic1.ajkimg.com/display/d818f40d97c80f7daf65acdf2574f152/200x200.jpg"",""http://pic1.ajkimg.com/display/bef0d7b92ddca5aa8b34e8b7e96bddb4/200x200.jpg"",""http://pic1.ajkimg.com/display/6fa9950655cd16a38594bc9869075f21/200x200.jpg"",""http://pic1.ajkimg.com/display/7aa5b00d1ba0d43db743b5799441175a/200x200.jpg""]",大信芊翠家园地处中山市城北，广珠轻轨石岐站点区域，总占地面：约12.7 万平方米总建筑面积：约36.6 多万平方米。届时这里将建成高档居住和教育一体的城市综合功能区。项目与石岐区中心区仅一桥之隔，5分钟就可以出入主城区最具人气的商业腹地--大信新都汇；京珠高速、中江高速、北外环以及正在规划建设的广珠轻轨也一一会聚与此，扩建改造的兴港大道将石岐张溪对接起来，一个立体的交通网络已经形成。同时，项目紧邻港口城市中心地带。港口镇**、医院、银行、商场、民营科技园、华南师大中山附中小学等近在咫尺，港口市场、美景市场、港龙酒店更是举步之间，周边配套逐步完善，优质生活圈得到凸现。 另外，大信芊翠家园距轻轨站点仅300米，是离广珠轻轨石岐站最近的大型居住社区，可以称得上是中山市区享受轻轨最为便利的社区。
中信左岸,博爱一路与105国道交汇处,2000户,中山,2009-12,普通住宅,中信物业,,2.5,2.38元/平方米·月,地下停车位,62.0%,330000平方米,,,22.513996,113.355473,"[""http://pic1.ajkimg.com/display/8daa4e1d254f744db981e46971c8466c/200x200.jpg"",""http://pic1.ajkimg.com/display/e51aff7972dc25fceb7cded7c6ec1372/200x200.jpg"",""http://pic1.ajkimg.com/display/4f999a7045dc5bee21d157ca7e38c5e5/200x200.jpg"",""http://pic1.ajkimg.com/display/d6caaa20c2a80dbd4ac736cabecfd682/200x200.jpg""]",中信左岸位于中山城西，博爱路与105国道交汇处。总体规划采用大围合组团形式，由11栋高层电梯洋房及一座会所，在项目中心围合出一个4万多平米（相当于6个足球场大小）的法式风格园林。建筑规划设计糅合了现代法式的设计精髓，整体感觉尊贵、时尚、大气，具有现代、简洁的建筑特色。项目周边大盘集聚，医院、银行、邮局、汽车站、大型商业中心、超市、酒楼等在富华道上一应俱全，环境、交通、教育等配套不断完善，成为了高端住宅与高层住宅的集中地。
洲际新天小区,坦洲南坦路,71户,中山,2009-03,普通住宅,珠海葆力物业管理有限公司,,1.16,0.50元/平方米·月,地下停车位,40%,350000平方米,,,22.268575,113.485538,[],州际新天占地近290亩，是坦州最新推出的大型楼盘。州际新天以风景优美的地中海沿岸城邦生活场景为蓝本进行规划设计，全力打造浓郁的异域风情，倡导阳光、健康、适闲的生活方式，引进令人向往的地中海沿岸高尚社区的居住理念。 州际新天首期容积仅率1.16，楼距宽达120米，中心园林面积高达10000㎡，居住空间之宽松可媲美TOMNHOUSE社区。 州际新天拮取原汁原味的地中海沿岸建筑精髓，并根据现代住宅美学进行改良，大量采用错落有致的桔红色坡屋顶、圆拱、格子窗、雕花圆柱、木质透空花架等地中海建筑元素，浅色系的外墙明净闲适，营造出典雅、浪漫的地中海风情。 州际新天以创新精神打造珠海西水平至高的园林，社区园林以地中海风情为蓝本，并适当融合了东南园林的精髓，以水景为主题，小区内处处可见到各式各样的特色水景，营造出“水景观－－水环境――水生活――水文化”的理想生活环境。首期西班牙风情组团的主要景点有无极泳池、人造沙滩、阳光海岸等。
金海岸花园,火炬开发区,250户,中山,2006-06,普通住宅,小区物业,,1.8,0.60元/平方米·月,地下车汽车位200个,30%,22716.8平方米,,,22.539221,113.472213,[],金海岸地处火炬区最繁华的张家边商业圈，东至天紫华庭，南至江陵大道，西至张家边中心市场，北至南祥路，总占地面积22716.8平方米。由14栋多层及底层商铺、大型主题商场组成，建筑风格现代简约。幼儿园、小学、中学、菜市场、商业中心、娱乐、休闲等生活配套齐全，交通方便，升值空间巨大。黄金旺铺，畅享完善配套，周边消费环境成熟，钱途无量。
华鸿水云轩,起湾道北12号,853户,中山,2011-12,普通住宅,华鸿物业管理公司,,2.47,2.3元/平方米·月,770,44.0%,183075平方米,,,22.529624,113.405129,"[""http://pic1.ajkimg.com/display/cbcf73e9530cdbd0d2d14b7e5c333217/200x200.jpg"",""http://pic1.ajkimg.com/display/b15d37a5a470e8eec24164a06cc52866/200x200.jpg"",""http://pic1.ajkimg.com/display/be836102c8eef9758cb6b912ae132b6d/200x200.jpg"",""http://pic1.ajkimg.com/display/31760eb9c86ded52ab865ee0951b8ce7/200x200.jpg""]","华鸿水云轩是由40000平方米的水景园林构成核心骨架,连接9个组团,小区由8幢空中别墅和20幢小高层及中央观庭院组成,批建信宅680套。可容纳2700人居住，小区屹立在中山唯一5米台地上，实现人车分流。"
天明花园,莲塘北路1号,500户,中山,2003-07,普通住宅,天明花园物业管理有限公司,,0.0,0.70元/平方米·月,地面停车位,00%,50000平方米,,,22.540741,113.390956,"[""http://pic1.ajkimg.com/display/92403b2ff06855957beb5d3e6ec9c58b/200x200.jpg""]",小区环境优美 房屋排列有序 并有保安24小时巡逻
蓝波湾,博爱一路中山二桥下,2431户,中山,2005-11,普通住宅,中山华策物业管理公司,,1.55,1.5元/平方米·月,地下停车库,55.0%,700000平方米,,,22.516022,113.359144,"[""http://pic1.ajkimg.com/display/a739991ebcdeb15c0bcaee8d8717a3c4/200x200.jpg"",""http://pic1.ajkimg.com/display/08b2b8ddee79e0152c273afdd8a8febd/200x200.jpg"",""http://pic1.ajkimg.com/display/5e59baf36e9848017ca4fdd3d287f63f/200x200.jpg"",""http://pic1.ajkimg.com/display/3fb409897d147bd50bbd17ba23488876/200x200.jpg""]",项目小区分十个围合，每个围合独立自成一区，小区一梯两户按东南轴线设计。位于岐江河畔并临靠岐江公园。开发商斥巨资近亿元建的蓝波公园，设有阳光泳池、西湖和千米情侣路。
景观一品,景观大道（镇政府斜对面）,,中山,,,中冠物业,,2.3,1.2元/平方米·月,600,32.0%,,,,22.367775,113.448932,[],景观一品，傲处中山、珠海、澳门三城中心，辐射中山五镇。名镇三乡最优越的城市资源：三乡**、市政广场、影剧院、文化中心等。它与三乡首席五星级酒店一体构建，完美糅合。其有奢华大户与国际标杆，是居住的理想之地。
雍逸廷A区,博爱四路,619户,中山,2000-01,普通住宅,雅居乐集团,,0,1.00元/平方米·月,地下停车场,0%,67302平方米,,,22.510129,113.387866,"[""http://pic1.ajkimg.com/display/e8bc586d69bd053e72fd5171eef29f40/200x200.jpg"",""http://pic1.ajkimg.com/display/0831f33bcf1d090554adda4a1d5178da/200x200.jpg"",""http://pic1.ajkimg.com/display/6a9176e740908d6b0ed396ca392337cb/200x200.jpg"",""http://pic1.ajkimg.com/display/eafca6dda251e3906cf556af4bbf168d/200x200.jpg""]",位于南区
阳光半岛,,792户,中山,2009-01,普通住宅,中山市天英物业管理公司,,1.33,2元/平方米·月,地上停车位2:1,40.0%,280000平方米,,,0,0,"[""http://pic1.ajkimg.com/display/b7c3d9517b9fe70a3ce4e59138209734/200x200.jpg""]",阳光半岛位于中山市城区西部地带，北临风光绮丽的狮滘河，坐拥沙溪星宝商业圈的强势资源，将南欧别致风情与中山深厚的人文底蕴、和谐怡人的自然风光巧妙融合，形成阳光半岛与生俱来的，讲究品位、格调的尊贵气质。 阳光半岛占地约300亩，专为城市菁英提供充满个性的自在生活方式，是实力发展商天英实业继成功开发“阳光花地”后的又一精品力作。产品包括水岸独立别墅、天英原创复合式叠加别墅、“水岸华府”联排别墅以及多层洋房和电梯洋房等。 成熟、完美、多样的产品设计规划，为城市菁英们打造个性自由生活空间提供了完备的先决物质条件；成熟配套设施，成就尊崇私家生活。阳光半岛在园林构思方面充分运用阳光概念，融合法式园林的浪漫与南欧风情的独特，配合大型尊贵会所、超五星级的阳光公寓酒店、名店商业街以及双语阳光花地幼儿园等配套设施，将“私家领地、私家生活”的尊崇理念完美体现，让“私家生活”尽善尽美。
星晨花园,兴港南路,172户,中山,2002-10,普通住宅,星晨花园物业管理有限公司,,0.0,2.8元/平方米/月,地上停车位,40%,406000平方米,,,22.56804,113.379091,"[""http://pic1.ajkimg.com/display/7e295eaaed7bb06e40c83a963fe9649e/200x200.jpg"",""http://pic1.ajkimg.com/display/29fdc9187a1eef2891def6d1fa36eafd/200x200.jpg"",""http://pic1.ajkimg.com/display/8c45f09e8e9d8cdd0fc80d92b8996469/200x200.jpg"",""http://pic1.ajkimg.com/display/2166480e7274a1b368081fe0c2242663/200x200.jpg""]","星晨花园低度住宅小区其项目占地面积逾1500亩，乃中山市数一数二的大楼盘, 项目发展至今社区配套���常完善包括：会所、泳池、歺厅、休闲广场、园林緑化等一应俱全。现状：全新一期“欧园”，整个社区到处有园林緑化, 有水景环绕, 而且项目更和清华大学建筑学院合作引进生态建筑技术,把建筑、艺术及生态环保结合, 使人感受到大自然的气息,为项目增值。"
中澳新城,中山坦洲界狮南路6号,718户,中山,2007-06,普通住宅,中山市景湖居物业管理有限公司,,2.5,1元/平方米·月,200,40.0%,120000平方米,,,22.266528,113.49287,[],中澳新城坐落于坦洲镇成熟居住区升值地段，项目总占地500亩，总建筑面积80万平方米，是坦洲最具规模与品质的大型生态社区。中澳公司自2004年开发第一期景湖居至今已开发70万平方米，其中一至四期已入住，已吸引了珠海近万名业主加入到中澳大家庭中。另外，中澳地产为了给广大业主提供一个舒适、便利的生活环境，在社区中兴建了大型超市、菜市场、中澳品牌学校以及大型商业街，并为业主配备豪华住户专用车，每天几班往返于珠海市区与坦洲之间。 中澳第一商街：2万平米岭南骑楼风情商业街的商铺，100多卡70年产权现铺，与社区超市、菜市场相连，构成一个大型的临街商铺群，面积在28~180多平米，层高5。2~5。4米，可隔为两层使用，高达98%的使用率，宽门面、短进深，面积适中，非常适宜经营，自去年圣诞推出，引发抢铺热潮。 5期御湖居：位于中澳新城最好的位置，是中澳塑造区域品牌、打造新城豪华社区的力作，规划为中澳新城豪宅品质住宅，大部分是一梯二户的大户型单位，一般面积在100~150平方米，蝶式住宅单位三面通风三面采光；板楼户型南北空气对流，采用“宽厅、宽室、宽窗、宽阳台”设计。楼内复式、入户花园、户内跃层、空中花园、270度转角大飘窗以及18层顶层浪漫泳池设计，自去年开盘至今深受珠海消费者喜爱，尤其是近期销售非常火暴。 8期郦湖居：分两大块：一个是酒店公寓，还有一块是10栋高层住宅： A区：酒店公寓是坦洲首家精装修、真正的酒店公寓，因为公寓是在星级酒店内，1~6层为酒店；7~28层有600多套酒店公寓，有三种户型：36平方米、46平方米和86平方米，按照800元/平米的精装修标准，非常适合单身、二人世界过度居住、小型办公以及投资买家，（坦洲中澳新城区域的租金相当可观，一房一厅精装修可以租到1000元）。一梯7户，1.6米宽通���，3.4米宽开间，户户配有阳台；南北通透，采光均匀；（“工”字型建筑结构）大型地下停车位:120个车位，露天200多个。中澳国际公寓将以国际顶尖酒店物业认可并推崇的“金钥匙标准”，将为业主带来“无微不至，无所不能”的美式贴身管家服务。去年国庆推出至今已销售7成。 B区：与酒店公寓相邻的10栋18层高层住宅，完全按照国家新政90平方米占整个小区70%的标准建造，自去年11月开盘，销售异常火暴，因为90平方米以下的两房和小三房是住宅市场的空白，所以吸引了很多住宅客户，销售已过80%。 2007年是中澳地产的“腾飞年”，上半
雅居乐伯爵山,,,中山,,,,,,,,,,,,0,0,[],
第一城,悦来南路与博爱路交界,,中山,,,,,,,,,,,,22.511971,113.372465,[],
世纪豪庭,中山三路8号,338户,中山,2009-01,普通住宅,中山市世纪物业管理有限公司,,0,2.5元/平方米·月,150个车位,25.0%,173452平方米,,,22.517029,113.38954,"[""http://pic1.ajkimg.com/display/28396ae01a5dbb00113ffe0990da25ed/200x200.jpg"",""http://pic1.ajkimg.com/display/e368d2b134f681b4f197f641cc9be4f4/200x200.jpg"",""http://pic1.ajkimg.com/display/166dad4b8ff9e8de5da9ee72ba2e4d2f/200x200.jpg"",""http://pic1.ajkimg.com/display/9b9f3aa369668916342749efd2340977/200x200.jpg""]",世纪豪庭位于中山三路8号，雄踞益华大商圈核心，中山政治、经济、金融、商业、体育健身、休闲中心；50亿的生活配套338席业主尊享。至此，居住名片、身份标签，实至名归。 六大核心价值专享生活圈 中央区位价值 在城市核心与世纪的巅峰对话 世纪豪庭，58万平米高尚生活版图，傲踞中山城市绝对核心区位，与宫廷的尊崇一脉相承，骨子里透出成熟与优雅，以耀目升值潜力匹配从星捧月之势，成为国际化中山的鼎级人居名片。 奢耀配套价值 50亿生活配套，纳入上流生活的疆域 世纪豪庭，位处中山金钻地段，奢享50亿商务、政治、休闲、购物、人文、医疗、金融等完善配套资源，电梯30秒到达自由、繁华的生活半径。 尊崇地利价值 从容，来自超低生活成本的高尚社区 从容，是城市富豪生活的节奏。从容，世纪豪庭，使每个住户，来往学校的接送、工作出行、家庭长者照顾、购物、餐饮、娱乐等的成本划一递减。香港直通车就在家门口。 巨擘规划价值 巅峰巨著，贵胄阶层的世纪官邸 世纪豪庭着眼国际化层面，以开启城市国际化宏愿为立意，锻造国际化居住品质，**20年城市规划中心的中心，直至2020年无可代替的区位价值，成就巅峰巨著。
中山雅居乐世纪新城-苹果时代,中山市博爱一路与翠景南路交汇,,中山,,,,,2.03,,,,,,,22.511289,113.35882,"[""http://pic1.ajkimg.com/display/fc561e12fce6d694c9ba5dcc2b3aab3a/200x200.jpg"",""http://pic1.ajkimg.com/display/18f36aad2ee1ee54f0d56c11e6792811/200x200.jpg"",""http://pic1.ajkimg.com/display/b633b606f43a29a4e2da0761ec966b0d/200x200.jpg"",""http://pic1.ajkimg.com/display/54c56855b5bef43f00a564b98864491c/200x200.jpg""]",
丽景花园绿盈轩,,230户,中山,2008-07,普通住宅,暂无资料,,0.0,暂无资料,地面停车位,00%,0.0平方米,,,0,0,[],暂无
愿景金水湾,南环路与石岐河交汇处,1500户,中山,2007-10,普通住宅,美好愿景物业,,2.41,2.3元/平方米·月,地上停车位3:1,30.0%,370000平方米,,,22.497984,113.353791,[],金水湾，30万平方米水岸社区，以半岛形态屹立于岐江两江相汇处，独享1.5公里私家水岸线，极目千亩湿地公园，自然风景与上游建筑风景相互依存，400米情景商业街、3000平米幼儿园、2000平米的游泳池、50000平米的风情园林。 小区由全球排名第47位的香港何显毅规划设计与广州棕榈园园林管理强强打造，设计以托斯卡拉纯美的自然风光为背景，突出“自然、阳光、生态”的设计理念，小区将打造出“一景观带、两轴、多个绿洲”的景观体系，营造一种现代舒适自然的优美小区环境。 产品囊括44-130㎡的1-4房，其中主力户型以80平方米左右的两房、三房为主。项目除了配备自然天成的一线岐江江景外，产品设计亦极具优势：双阳台、92％超高使用率设计打动每一位买家。
明月苑,云汉村霭云路(市汽车总站后300米),306户,中山,2008-01,普通住宅,中山市明基物业管理有限公司,,1.7,0.84元/平方米·月,约30——150元/月,31.0%,35605平方米,,,22.532125,113.347547,"[""http://pic1.ajkimg.com/display/365aaf833e44f7afdd3f16f2ade49d9a/200x200.jpg"",""http://pic1.ajkimg.com/display/a73c99be782bf2b07b3a8f4417acd764/200x200.jpg"",""http://pic1.ajkimg.com/display/129ffd71df09de56914a4c09bc35d413/200x200.jpg"",""http://pic1.ajkimg.com/display/0b33c88f06d84d9ea2f8404b36821546/200x200.jpg""]",项目是明基房地产开发有限公司自成功开发乐怡居、明月花园后的又一新盘，与西区仅一路之隔，数十条公交路线经过。 第一期自2005年3月份开盘以来销售已愈九成，现二期（126套单位）正接受咨询登记。一期以100平方带阳光花房的健康户型为主，二期则以70多平方的两房单位和120-140平方的三房两厅和四房两厅为主。面积从60多平方到140平方。 使用期限:70年
