title,addressFull,total,city,completion,propertyType,propertyCompany,price,volumeRate,propertyCosts,parking,greeningRate,gfa,metro,bus,lat,lng,images,overview
银洲度假村,溁银桥旁边湘江第一隧道口岸,,长沙,1999-05,普通住宅,暂无资料,5652元/平米,,1.20元/平方米·月,,,,,地处望月小区，离五一广场一河之隔，有15、9、17、18、19、103、118路公交车经过,28.215739555892,112.96272149562,[],
河西未来城,桐梓坡西路商学院边,,长沙,,,,7009元/平米,,,,,,,,28.226972,112.923537,[],
银州公寓,河西岳麓区咸嘉湖路王陵公园旁,,长沙,1996-01,普通住宅,万达物业,5080元/平米,3.63,1.2元/平方米/月,128个,35%,508500平方米,,,28.218643,112.952316,"[""http://pic1.ajkimg.com/display/250bfe2b1499b955ede78cb56daf6c9d/200x200.jpg"",""http://pic1.ajkimg.com/display/a7a8c6ab9b7a201fbbd7635655ac6ef9/200x200.jpg"",""http://pic1.ajkimg.com/display/6f9b989e2420698853d9c7153293497c/200x200.jpg""]","普通居民住宅小区,环境整洁干净,周边交通方便快捷，各类生活配套服务设施(商业、金融、教育、医疗、便民等)齐全。"
市十九中宿舍,麓山南路,346户,长沙,1999-07,普通住宅,,6062元/平米,0.44,,,33%,45000平方米,,,28.160826,112.914303,"[""http://pic1.ajkimg.com/display/d1e8cb63b5d9a1c9642017968f174fc0/200x200.jpg"",""http://pic1.ajkimg.com/display/0c1b70f1dbc048fe7d8491b690112693/200x200.jpg""]",
湖湘中医肿瘤医院宿舍,桐梓坡路商学院附近,,长沙,,,,5411元/平米,,,,,,,,28.222432,112.944724,[],
联美品���,杜鹃路与西二环交汇处西北处,1726户,长沙,2013-01,普通住宅,长沙联美物业服务有限公司,5146元/平米,2.97,1.6元/平米/月,903个（1:0.5）,43%,196624平方米,,公交线路：109、916、118、6、302路等途径项目,28.237324,112.925728,"[""http://pic1.ajkimg.com/display/177e62fa7c83c5f6d7df643de0b8d46c/200x200.jpg"",""http://pic1.ajkimg.com/display/3810ad4bff987290b5e5ed4a96fd04de/200x200.jpg"",""http://pic1.ajkimg.com/display/1a98fbe764c2a17a6e0aca8ec5cb18ba/200x200.jpg"",""http://pic1.ajkimg.com/display/0d1772c0eac61c05beb3d0927836c761/200x200.jpg""]",联美品格是由具有上市企业背景的联美地产开发，位于杜鹃路与西二环交汇处西北角，地处河西先导核心区和市府的中心板块，项目占地115亩，总建筑面积近20万平米。容积率2.97，绿地率高达40%，定位为低密度花园住区。 联美•品格位于市府核心圈内，紧靠岳麓区**，双核政区配套；东临地铁2B线站口、城际轻轨，多条过江通道拉通，交通路网便利快捷；湘雅附属三医院、茉莉花国际大酒店、华银旺和超市、长郡中学等，五分钟峰享城市商业精粹；宜居公园、八方公园、西湖水上公园、王陵公园、金峰公园，五大公园随心静享含氧生活。 联美•品格社区内采用中央三重立体景观轴，使得园区内景观布局错落有致，南北落差10米的漫坡，与自然相融形成“漫坡台地花园”。此外，项目甄选世界500强企业中建五局担纲建筑施工，超凡实力确保建筑优异品质！纯板式设计，超宽楼间距，窗窗看山，户户有景，全方位感受低密度花园住区的魅力！ 联美•品格7月31日盛大开盘！一期开盘户型面积从82平米到89平米不等，布局周正、合理、紧凑实用。3888元/平米的超低价起，更有VIP认筹五千抵一万等五重优惠活动，恭候您莅临品鉴！
金星公寓,岳麓大道与金星中路交汇处西北角,470户,长沙,2000-01,酒店公寓,暂无资料,5328元/平米,2.0,1.0,48,30%,340100.21平方米,,,28.2325722725,112.93916142784,[],
江山帝景,含浦大道学士路99号(含浦大道与南二环交界口),11000户,长沙,2013-05,普通住宅,长沙长建物业管理有限公司,5286元/平米,2.25,1.6元/平米/月,9000,48.8%,1500000平方米,,可搭乘908路西线;912路，到伍星村下车向西步行约1公里即可。,28.136873,112.914309,"[""http://pic1.ajkimg.com/display/76ab722a1e33c1905f9087d5eab36183/200x200.jpg"",""http://pic1.ajkimg.com/display/3ce36204f39a8c92b112cb2bd7454f51/200x200.jpg"",""http://pic1.ajkimg.com/display/de499c27f854575afd1bae5f8fc9f18b/200x200.jpg"",""http://pic1.ajkimg.com/display/d3d1e47c3884a05e84a3caa0ffe3a4a7/200x200.jpg""]","江山帝景占地面积近1000亩,总建筑面积达150万M2，规划总户数9900户，是以联排别墅、多层电梯洋房、小高层为主的大型生态型社区，预计开发周期将达到10年。项目还规划有10万M2的地下车库，将为业主提供近7000个机动车位。项目采用了“帝景”系列项目最先进的规划和设计理念，户型设计以一梯两户或三户、南北对流的板式设计为主，充分保证每一户的通风采光和景观均好，户型设计采用了90－200平米的成熟户型，且均附送全屋豪华装修，满足客户追求舒适、高贵生活的居住需求。江山帝景除了提供先进的小区规划，成熟、高档的户型产品，还将为业主提供全方位的附加值服务：项目规划有5700平米的长沙首席酒店式中央会所及760平米的别墅私家会所，会所提供室内羽毛球场、乒乓球场、健身房、棋牌室、商务中心、红酒屋、高档酒楼等系列配套；项目沿含浦路、学士路和车塘河路规划有5万米风情商业街,将引入大型超市、酒吧一条街、名品店等生活休闲配套,为业主提供最高档次的生活服务。项目规划有25万平米欧洲经典皇家园林，因地制宜构筑大型坡地景观，错落有致；低密度、超宽楼距、高绿化率，真正做到家家有景、户户美色，?"
湘腾商业广场,,,长沙,,,,6250元/平米,,,,,,,,0,0,[],
市政管理局,溁湾镇高叶塘汽车站对面枫林一路,,长沙,,普通住宅,,6416元/平米,,,,,,,,28.205016,112.955723,[],
新长江宾馆公寓,银盆岭67号,303户,长沙,,普通住宅,湖南家园物业管理公司,6851元/平米,2.3,1.2元/平方米/月,122,40%,29448平方米,地铁2号线,903*917*149*168*405,28.227668,112.959831,[],学校： 小学： 高新博才学校 幼儿园： 长沙英才幼稚园 长沙博英幼稚园 岳麓幼儿教育集团第二幼儿园 银行： 招商银行 交行高新支行 长沙市商业银行 医院： 湖南省肿瘤医院北门 湖南医科大学附属三医院 购物： 福多星超市湘卫店 金辉超市 人和超市
华桥二村,,,长沙,,,,6803元/平米,,,,,,,,0,0,[],
城郊涉外桃源,枫林三路1027号,408户,长沙,2013-01,普通住宅,,3939元/平米,3.5,,,38%,52445平方米,,公交线路：315.902.913.916一师范下车即可。,28.20661,112.87734,"[""http://pic1.ajkimg.com/display/6e7e2828bf88060dccec5da0fe3eb461/200x200.jpg"",""http://pic1.ajkimg.com/display/6cc81c0c673a0676b86ed4206c328205/200x200.jpg"",""http://pic1.ajkimg.com/display/a30d052558b08fdebc2bfd49da9c4c22/200x200.jpg"",""http://pic1.ajkimg.com/display/50710265c6274c82dd949dbf95a31d58/200x200.jpg""]",城郊涉外桃源项目位于湖南省长沙市枫林三路，涉外经济学院以西。项目占地面积12668.510㎡，建筑面积52445.480平方米。建设单位为湖南猎鹰房地产开发有限公司，设计单位为长沙市建筑设计院有限责任公司。
广盛华城,望城坡重阳路,203户,长沙,1970-01,普通住宅,长沙市五星博威物业管理服务有限公司,7081元/平米,5.0,1.2元/平方米·月,,35%,,,,28.223511,112.913218,[],
阳明山庄,汽车西站319国道���,1314户,长沙,2001-01,普通住宅,高力国际物业,5888元/平米,1.4,0.5元/平方米/月,600,40%,142255平方米,地铁2号线,314、312、315、348公交车经过,28.215540051426,112.9114711676,"[""http://pic1.ajkimg.com/display/87019bc02dbe42fe3219f6b3fdb2a3bc/200x200.jpg"",""http://pic1.ajkimg.com/display/81a48312a7a5d6e8059adaadcd02a8d8/200x200.jpg"",""http://pic1.ajkimg.com/display/a768b2468eb5d9a262200be49ab873f3/200x200.jpg"",""http://pic1.ajkimg.com/display/b5ebd773a4f92f3252161de855b6d1e5/200x200.jpg""]",学校： 小学： 长沙市岳麓区湘仪学校 岳麓区望新小学 幼儿园： 长沙市岳麓区红苹果幼儿园 蕾蕾幼儿园 长沙市岳麓区贝伶幼儿园 银行： 中国建设银行（319国道） 望城坡邮政储蓄点 中国工商银行湘仪储蓄所 医院： 长沙市红十字生殖医学专科医院 天顶乡燕子山村卫生室 长沙市红十字生殖医学专科医院 购物： 湘惠超市 阿旺百货超市 阿旺百货超市
桐梓坡小区,湘雅附三附近,,长沙,,普通住宅,暂无资料,6140元/平米,,暂无资料,,,,,,28.224348,112.956506,"[""http://pic1.ajkimg.com/display/7f60478bbf81e0964c1025b401d6413e/200x200.jpg"",""http://pic1.ajkimg.com/display/d36c9283456beac4cb65f9987460287b/200x200.jpg"",""http://pic1.ajkimg.com/display/86e3ae307c2062c2eb08df8fb6d632c9/200x200.jpg"",""http://pic1.ajkimg.com/display/98ac09e5d58bf4442094b7428f254621/200x200.jpg""]","普通居民住宅小区,环境整洁干净,周边交通方便快捷，各类生活配套服务设施(商业、金融、教育、医疗、便民等)齐全。"
农业银行宿舍（岳麓）,溁湾镇新外滩麓山才苑对面江岸景苑旁盐业公司旁,482户,长沙,2003-09,普通住宅,,8091元/平米,2.35,0.5,58,40%,216020.55平方米,,,28.20607,112.960284,[],
香格里拉麓山别墅,,,长沙,,,,7546元/平米,,,,,,,,0,0,[],
麓谷锦园,咸嘉湖西路350号,358户,���沙,2003-12,别墅,长沙高新开发区力人物业管理有限公司,10420元/平米,0.57,0.6-1.2,358,48%,87352平方米,,,28.217376,112.905122,"[""http://pic1.ajkimg.com/display/174301a92040d3e763f114f5a02c3ffd/200x200.jpg"",""http://pic1.ajkimg.com/display/57aface0ef6f4ed9b001a96cb738505f/200x200.jpg"",""http://pic1.ajkimg.com/display/c4165fb4ddd465c4a8cb6f1f8b30fd9e/200x200.jpg"",""http://pic1.ajkimg.com/display/74e20e3ee8a94eabd483290080cb6db0/200x200.jpg""]",长沙高新技术产业开发区麓谷产业园配套住宅工程地处“麓谷”产业基地IX号地块，建筑面积46018平方米，总投资8900万元。该项目由长沙高新技术产业开发总公司承担，一期主体工程于2003年12月竣工。园林景观:中央水景
浩龙音乐界,金星北大道长沙火车西客站,1453户,长沙,2012-05,普通住宅,大浩物业,4347元/平米,3.56,1.5元/平米/月,1018个（1:1.08）,51.20%,178020平方米,,,28.308025,112.921165,"[""http://pic1.ajkimg.com/display/e806bb0ce995501776fde866788b3f78/200x200.jpg"",""http://pic1.ajkimg.com/display/d1715d2ff131afc314a0e401cda9e81a/200x200.jpg"",""http://pic1.ajkimg.com/display/409cea07e9428d9293c2dee948eff7f0/200x200.jpg"",""http://pic1.ajkimg.com/display/f337ad030b4d9199e614221783ff1c0d/200x200.jpg""]","浩龙音乐界是湖南浩龙置业发展有限公司洞见滨江新城未来发展前景，投入4亿巨资打造长沙首个音乐主题艺术社区。湖南浩龙置业发展有限公司成立于2005年 6月，是一家集房地产开发、销售、物业管理及建材销售于一体的股份公司。公司以坚持“自信、振奋、责任、憧憬”的企业精神，秉承着“至诚团结、卓越贡献” 的经营理念，贯彻“产品创新、质量求生存” 的战略方针，着力于将文化内涵与现代建筑完美融合，打造世界级的建筑臻品。 “在钢筋混凝土丛生的都市生活里，尽管物质生活丰富，但是这一切都无法真正打动我们的心灵，而音乐才能深入我们心灵深处，通过音乐、建筑、园林与生活完美融合，倡导新的生活方式。”这是湖南浩龙置业发展有限公司开发音乐界的初衷，并决心为人们开启一场关于美妙音乐与梦想生活结合的完美居住生活。七大篇章构筑世界级生活华章清澈的流水汩汩流过窗前，叮咚的琴声洋溢在四周，风吹过低垂的杨柳，生活随音乐翩翩起���。这场关于音乐的完美居住并不遥远，它就在位于金星北大道与三环线交汇西北角、占地面积近80.137亩、8栋高层音乐住宅建筑伫立其中、容积率为3.56、绿化率高达51.2%,建筑密度仅有18%的音乐界内。音乐界将用七大篇章谱写长沙的世界级生活乐章。篇章一：不可小觑的区域发展潜力地处大河西先导区核心、滨江国际新城中心，毗邻将来为长沙水上生态休闲、全球顶尖文化创意园的月亮岛，周边区域发展迅速，高档大盘云集，未来聚集近20-30万高端人群，高尚生活氛围日趋浓厚，未来这里将成为长沙高尚人文生活标杆区域，升值前景触手可及。篇章二：得天独厚的自然资源在洗心禅寺冥思；在潇湘风光带散步；在古山森林公园游玩；在百果园采摘；在龙湖高尔夫挥杆意气人生……音乐界的诗意居住，让您的生活充满惊喜。篇章三：发达的区域路网紧邻长沙火车西站，距市**6分钟车程，距五一广场约20分钟，毗邻地铁1A线、 3+5城际铁路出站口，立体交通路网，通达世界，出行从容。篇章四：极富韵律感的建筑高低跃动的建筑，极富韵律感的外立面，艺术式的创新设计，让人耳目一新。竖琴式地块、吉他式走廊、音乐大厅、音乐走廊、竖琴式屋顶……经音乐元素滋润过的土地，充满灵动与���律。更有地下车库与住宅入户大堂采用酒店式双大堂装潢设计，让您感受尊贵与荣耀。篇章五：静雅怡人的环境园林内水系蜿蜒流畅、曲径通幽，音乐喷泉、音乐小品、水疗中心、水上吧台、叠水响水、音乐大道、财富之泉，居住空间静雅怡人。春之声、仲夏夜之梦、秋日"
科技公寓,银双路108号,,长沙,,普通住宅,,6838元/平米,,0.8元/平,,,,,,28.229182932929,112.94801079156,"[""http://pic1.ajkimg.com/display/308f285eac9dbaf9c9f6953dcde9b6d2/200x200.jpg"",""http://pic1.ajkimg.com/display/3577d5904026b7935b568d1c73405c3c/200x200.jpg"",""http://pic1.ajkimg.com/display/6f0142566f78cc9ebbf223a696772ba7/200x200.jpg"",""http://images14.anjukestatic.com/community/20101102/1/70/64/15/70/170641570/200x200.jpg""]",
湘许家园,银盆南路与桐子坡路交汇处,368户,长沙,,普通住宅,高新技术产业开发区火炬城,6604元/平米,3.56,暂无资料,,38%,,,109、118、117、132、149、804、301、401、603,28.223095388081,112.96076177229,"[""http://pic1.ajkimg.com/display/4a2ae76da6994030109c3eb259f74b9c/200x200.jpg"",""http://pic1.ajkimg.com/display/81a34f10570c8a2df0e1e5839b5cdc76/200x200.jpg""]",
省工商局宿舍,枫林一路421号,,长沙,,,,7060元/平米,,,,,,,109路; 118路; 149路; 301路; 302路; 348路; 405路; 603路; 704路; 913路; 913路区间A线; 913路区间B线,28.206719923561,112.95112222417,[],
新民路,,,长沙,,,,6666元/平米,,,,,,,,0,0,[],
望兴家园,枫林二路300号,620户,长沙,2002-06,普通住宅,,5399元/平米,1.2,,300,40%,12020平方米,,315路 18路 902路 913路区间A线 916路 913路 17路空调 309路 314路空调 348路,28.215958,112.914556,[],
兰卡威国际,岳麓大道与银盆南路交界处...,616户,长沙,2010-01,普通住宅,鼎鸿物业,7879元/平米,6.99,1.3元/平米/月,200,30.12%,39339平方米,,公交线路：117、401丶149丶312丶318丶348丶603,28.231069,112.959595,"[""http://pic1.ajkimg.com/display/e96cf709e94158cb4f00eecd15e77473/200x200.jpg"",""http://pic1.ajkimg.com/display/67dc0c1187eec6580c8d3168a69cffa2/200x200.jpg"",""http://pic1.ajkimg.com/display/deb3f74991e91376e870ce55d8fdd285/200x200.jpg"",""http://pic1.ajkimg.com/display/4f200cb3e00aa64d046fda78daf3d69a/200x200.jpg""]",兰卡威国际处于长沙市河西交通大动脉，岳麓大道与银盘南路交界处，屹立于湘江西岸，尽收湘江美景。项目西距长沙市**3分钟车程，东邻投资500亿的长沙热点版块之一滨江新城，北有长郡中学与观沙岭商业圈，南有荣湾镇商圈，地理区位优越。另外地铁2B号线市**站与1号线伍家岭站左右逢源；项目往南约 600米处为在建的营盘路过江隧道，2012年即可通车，另有多达13趟之多的公交线路，交通四通八达。 “兰卡威国际”是由长沙兰卡威置业有限公司进驻湖南倾力打造的第一个项目，项目为一栋地上三十二层与地下���层的单体楼，1至4层为大型商业，5至10层规划为公寓式酒店，10层至32层为全屋精装修酒店式公寓，公寓共计616套，面积从28-65平方米不等。建筑北面每层各设有一个错层空中露台供您观景揽江。项目总建筑面积39339.09平方米，绿化率约30%，容积率6.99。在规划上，以鹤立鸡群的姿态独占鳌头。外观上，以现代简约式风格独挡一面，蕴义兰卡威国际大气天成，简约时尚，商住齐发的态势。品牌电梯丶高档家装丶实用小户丶酒店式物管丶大型商业等样样齐全。随着长沙市外来人口与机动车辆的日益猛增，传统的五一商圈等已不能承载其交通与人流的拥堵压力，河西急需一个商业配套中心区的成立来缓解中心商区的拥堵压力。占据市**片区兰卡威国际，以其交通丶地缘优势，下一个五一广场必将在这里诞生。另外借助 500亿元投资打造的6.7平方公里沿湘江西岸的滨江新城建设，未来3年内，将建成以“现代金融商务功能为核心”，建成后片区可容纳约57万人，将以文化丶休闲丶旅游综合商圈为驱动器，以都市居住为依托的复合型新都会中心”，高增长，高升值潜力指日可待。越是稀缺的产品越抢手！打开长沙市地图不难发现屈指可数的在售小户型项目，因为占据了稀缺的地理区位资源，又因其低总价丶高升值空间与高回报率，受到了无数投资者的追捧。而本项目所占据的河西片区精装修公寓更是少之又少。伴随着市**及滨江新城商业圈的逐步成形，地铁线2B号线与地铁1号线丶营盘路过江隧道等的建成都在告诉我们，有建设就会有人流，有人流就必将有升值。 28-65平方米揽江.酒店式精装公寓，机会是给有眼光的人，错过一次，愦憾一生！
联诚国际城,斑马湖畔,2358 户户,长沙,2012-05,普通住宅,深圳万厦物业公司,3888元/平米,3.1,1.5元/平米/月,2500,48.62%%,434000平米平方米,,,28.364553,112.829038,"[""http://pic1.ajkimg.com/display/e48ee67b47954251aa92e1aec4c50e22/200x200.jpg"",""http://pic1.ajkimg.com/display/65719f172e0c8e60584610973d0a6a34/200x200.jpg"",""http://pic1.ajkimg.com/display/2b74f147a13a6da40c33861c9c6f06ac/200x200.jpg"",""http://pic1.ajkimg.com/display/ba499871a041e5620699bee417c73680/200x200.jpg""]",联诚国际城雄踞望城正中央，东临高塘岭大道，西接郭亮路，南达文源中路，北依联诚花园，交通四通八达，配套完备齐全，占地面积达187亩，建筑面积43.4万平米，是望城首���大型城市综合体，集高档住宅、大型商业设施于一体，其大手笔规划的望城商业步行街彻底改写望城商业格局，势将刷新望城居住标准！
金盛园小区,桐梓坡西路,,长沙,,普通住宅,暂无资料,5338元/平米,,暂无资料,128,35%,,,,28.226274,112.91457,[],
广厦新苑,汽车西站附近,1495户,长沙,2006-12,普通住宅,暂无资料,6500元/平米,1.59,0.5元/平方米/月,600,40.10%,93768平方米,地铁2号线,312、314、348、368、603,28.212624641942,112.91810559189,[],广厦新苑是由长沙房产（集团）有限公司下属长沙市旧城改建开发公司响应长沙市人民**号召投资兴建开发的大型棚户安置用房项目。位于长沙市汽车西站南侧，毗邻风景秀越的岳麓山和湘江，项目分三期开发，总占地面积140亩。小区采用围合式布局，由多层住宅及中心绿化广场组成的，绿化率达40％，布置园林小区和商场会所，实���全封闭管理。项目一期馨雅苑（20栋多层住宅，总占地面积为75000平米）已于2002年底竣工交房并已基本销售完毕。（现仅剩少量大户型余房正在特惠清盘）。项目二期馨惠苑（经济适用房）、三期馨梦苑（商品房）已全面启动，目前正在公开发售。
楚江华庭,雷锋大道115号,170户,长沙,2009-06,普通住宅,长沙楚轩物业管理有限公司,5112元/平米,4.06,,室内 58个；室外45个,30.44%,20416.689平方米,,可搭乘704丶918丶309丶118丶603前往项目,28.232065675224,112.91322953139,"[""http://pic1.ajkimg.com/display/f3a0db164c3284634db1d599a7f3b2cc/200x200.jpg"",""http://pic1.ajkimg.com/display/6a8d9e267b21fe8c5eb167854258089b/200x200.jpg"",""http://pic1.ajkimg.com/display/19970208dd6ddb7928f4069fab856486/200x200.jpg""]","长沙楚轩置业有限公司于2007年8月29日经长沙市发展改革委员会批准取项目名称为>,该项目地块,于2007年11月6日取得国有土地使用权证,于2008年4月16日取得《长沙市建设工程规划许可证》.房屋容积率为４.０６％，绿化面积为３０.４４％。外墙外墙漆地面公建部分地面砖，住宅部分水泥砂浆面层。楼梯间墙面888面层，地面砂浆面层压光。门不锈钢单元，防火防盗入户门，塑钢阳台门。窗塑钢阳台门"
祥泰山庄,,,长沙,,,,7142元/平米,,,,,,,,0,0,[],
世贸·铂翠湾,岳麓潇湘北路3段1100号,777户,长沙,2013-06,普通住宅,,9375元/平米,2.82,2.10元/平方米·月,466,45%,466平方米,,,28.234613,112.96808,[],长沙世茂铂翠湾位于大河西先导区滨江新城最核心的位置，项目东至潇湘大道，南临岳麓大道，西靠银杉路，北边是安居路。 交通可谓是四通八达，光公交线路就有10余条，无论是到长沙的东西南北站还是到火车站都有直达公交车；再加上福元路大桥预计2012年3月通车，处在项目南段的过江隧道预计今年9月就会通车；目前已经动工在建的城际���轨滨江新城站点也就在我们项目旁边，乘坐轻轨到株洲湘潭仅20分钟左右，通过和地铁换乘，到达长沙市每个地方的时间都大大缩短。项目的西边，沿着岳麓大道2分钟车程就到了长沙市**，有句俗话说的好“跟着**走，什么都会有”，所以绝对的保值、升值。 一期主要销售商业。项目总占地15.6万方，总建筑面积55.5万方，总共3000多户，由20栋高档住宅、超五星级酒店、社区商业街、无星级会所和幼儿园组成，是河西第一个集商业、住宅、五星级酒店、精品公寓于一体的国际化城市综合体。 项目共分三期开发，其中一期是由5栋33层高层、商铺以及社区中心公园组成，一期的南边是我们的超五星级酒店和一栋豪华精装公寓，酒店高达250米左右，建成后将成为河西的第一高楼，是长沙市一张崭新的城市名片；二期是由7栋33层高层和部分商业组成，三期是由1栋多层9栋33—55层的超高层以及幼儿园组成，是河西首个超高层江景豪宅，也是目前长沙唯一一个朝东观澜湘江的滨江豪宅。
湘卫花苑,银双路406号,,长沙,1999-12,普通住宅,马桥物业公司,6262元/平米,,0.5元/平,,40%,,,,28.228516187094,112.93914016794,"[""http://pic1.ajkimg.com/display/f2de81b1eddb17f9cb55a8e555c483d5/200x200.jpg"",""http://pic1.ajkimg.com/display/17975689325a32027957c6a6c54d81da/200x200.jpg"",""http://pic1.ajkimg.com/display/397f132fd02519ef84bf235569d9a893/200x200.jpg"",""http://pic1.ajkimg.com/display/f2c00bcc39c8aa7acefd8ace1276e9d4/200x200.jpg""]",
瑞凯景城苑,高塘岭镇高塘岭大道与公安,588 户（1:0.7）户,长沙,2003-09,普通住宅,长沙馨湘物业公司,3804元/平米,4.84,1.5元/平米/月,399个（1:0.7）,39.93%%,88263平米平方米,,,28.357609,112.830045,"[""http://pic1.ajkimg.com/display/85c8dfc60420510352f184aa0673e991/200x200.jpg"",""http://pic1.ajkimg.com/display/320f739fbcfbadfdcd35293bbb22fd11/200x200.jpg"",""http://pic1.ajkimg.com/display/ce452eeca909ad506d84237fe4edfdc4/200x200.jpg"",""http://pic1.ajkimg.com/display/d14f461b1180accf75ffb558155d242c/200x200.jpg""]","瑞凯景城苑位于最具发展潜力与活力的望城县核心城区，西临高塘岭大道，东临莲湖路，南临**路；项目用地面积30亩，总建筑面积97053平方米，总投资约2亿元。景城苑项目融精密、科学的现代建筑艺术于一体，以28层标高的高层建筑群为特色，将成为望城县城一道独具特色的建筑景观，成为望城城市建设的新坐标。长沙瑞凯置业有限公司现有的项目管理人员都获得相关专业的中、高级职称，并有30多年的建筑施工经验，是打造高品质项目的有力保证。此外，公司拥有高素质高专业水平的营销管理人员，在经历了长期的市场风雨后，已基本形成了一系列科学的管理方式和市场应变能力，为将来企业的稳步发展提供了充沛的条件。瑞凯人秉承""以人为本，开拓创新""的经营理念，以""成就企业，造就人才，有益社会，服务大众""的企业宗旨，为望城人民创建新颖优质、布局合理、环境优雅的美好家园。长沙瑞凯置业有限公司全体员工将坚持不懈地完成""立足望城，发展房地产业，改善居家条件，创造舒适和谐的生存环境，提升人们生活水平，为当地经济发展做贡献""的企业使命，为建设望城辉煌添砖加瓦。"
金星花苑,金星中路西侧,150户,长沙,,普通住宅,,6749元/平米,2.66,1.50元/平方米·月,地上72 个 地下34 个,35%,22482平���米,,109路 117路 318路 6路 6路空调 804路内环 113路 115路空调 115路 150路,28.227376,112.940035,"[""http://pic1.ajkimg.com/display/90b0e8f4db06676cafd6b0a5ffec4045/200x200.jpg"",""http://pic1.ajkimg.com/display/d771a91b5b3abe9e850dff0b87652ee5/200x200.jpg"",""http://pic1.ajkimg.com/display/5553b0384c4d125e95699ed26e04c16a/200x200.jpg""]",金星花苑由湖南省湘腾房地产开发有限公司投资兴建的住宅楼，位于长沙市河西金星大道西侧，长沙市妇女联合会南侧地块内，占地约13.3亩合8882.85平方米，小区南侧为一条16米宽的规划道路，北侧为已建的办公楼及住宅。 本工程总建筑面积为22853.01平方米，住宅楼地上十一层，地下一层，总建筑高度为33.6米
锦绣家园,汽车西站枫林三路,1047户,长沙,2005-12,普通住宅,湖南省湘诚物业管理有限公司,5219元/平米,1.6,0.6元/平方米/月,480,41.63%,,,15、118、149、152、309、312、314、315、348、603、902、913等多条公交线路,28.212223,112.909331,"[""http://pic1.ajkimg.com/display/15ae66180dd1ac4ea4cb3e1dc0a266d4/200x200.jpg"",""http://pic1.ajkimg.com/display/e0f420cb853dc53fa839eb172e7918ae/200x200.jpg"",""http://pic1.ajkimg.com/display/3b894124b7606b586d56cabf84acbe6a/200x200.jpg"",""http://pic1.ajkimg.com/display/1503453604cac7fd9186ba08f956a0ca/200x200.jpg""]","航发锦绣家园系长沙市重点经济适用房住宅小区，座落于岳麓山被麓航天城内，拥有航天城内二十余年积累的成熟配套：医院、学校、幼儿园、菜场、超市、邮电、通信、银行等配套设施一应俱全，毗邻汽车西站，有15、118、149、152、309、312、314、315、348、603、902、913等多条公交线路通过，并专设航天城至荣湾镇不间断巴士车队，交通网络十分便利。物业管理方面由连续三年获省、市优秀物业管理奖的湘诚物业提供物管服务，严格按照ISO9002质量体系标准实施专业、规范的物业管理。项目占地136亩，计划分四期完成，目前已完成前三期24栋住房竣工，一期、二期三期住房销售形势十分火爆，2006年准备着手第四期楼房及商铺建设。2007年小区进入最后一栋小高层建设,245套全部为经济适用房"
联城花园,雷锋东路22号,,长沙,,普通住宅,,3625元/平米,,,,,,,,28.367908,112.827996,[],
区工商局宿舍,,,长沙,,,,6641元/平米,,,,,,,,0,0,[],
绿荫园,,,长沙,,,,6116元/平米,,,,,,,,0,0,[],
德润园,观沙岭茶子山401终点站,2076户,长沙,2010-11,普通住宅,长沙鸿景物业管理公司,5418元/平米,1.7,1.20元/平方米·月,地下停车位843个,40.24%,,,401、402、318、117等,28.250744,112.957545,"[""http://pic1.ajkimg.com/display/d7f219f45d3c8629ed901d5a60d582e8/200x200.jpg""]",德润园经济适用住房小区是经过长沙市人民**和长沙市经济适用住房领导小组批准建设的大型综合性经济适用住房小区，位于长沙市岳麓区观沙岭街道辖区内，项目地块地处银杉路以西，坦山路（佑母塘路）以南，茶山路以���，岳华路以东，为银望路东片规划的中心片范围。根据地形特点及功能划分为六个组团：中央功能区、润诚苑、润恒苑、润怡苑、润泽苑、润鑫苑（前五个组团为多层经济适用住房，润鑫苑为高层商品房），是一个集居住、商业、休闲娱乐为一体的大型功能化经济适用住房小区。
